a_r_contact,a_u_contact,a_i_contact,b_r_contact,b_u_contact,b_i_contact,c_r_contact,c_u_contact,c_i_contact,a_time_arc,b_time_arc,c_time_arc,a_energy,b_energy,c_energy,a_arc_power,b_arc_power,c_arc_power,a_is_reburn,b_is_reburn,c_is_reburn,a_energy_sum,b_energy_sum,c_energy_sum,rul,a_high_energy_rate,b_high_energy_rate,c_high_energy_rate,arc_reburn_rate
0.014200032987082818,3.0956017411805417,217.9996161978273,0.015551636234033129,3.4286740636870094,220.47031013905246,0.023212983474162858,5.097909505375708,219.61457522467637,1.646341463414634,1.6158536585365852,0.27439024390243905,13.89967550902439,15.72354708560975,0.3789216106097561,8442.76586474074,9730.798951094337,1380.9587586666664,0,0,0,13.89967550902439,15.72354708560975,0.3789216106097561,0.9994075829383886,0.16,0.12,0.07,0.07666666666666666
0.015034909962213579,3.277510123554159,217.99333230404082,0.01621660663110433,3.5765139968969772,220.54638669208575,0.022567180394092057,4.956243007056857,219.62172147807925,2.3780487804878048,2.408536585365854,1.1890243902439024,25.354693483292678,31.70916328844512,7.416445640121948,10661.973669897434,13165.323491911391,6237.420948615382,0,0,0,39.25436899231707,47.43271037405487,7.795367250731704,0.9988151658767772,0.16,0.12,0.07,0.07666666666666666
0.015222581195839203,3.317188767616338,217.9123714264061,0.016083310180131104,3.5443851229797247,220.37659432561117,0.021751495544742715,4.771950959513309,219.38495905706483,2.4390243902439024,2.408536585365854,1.2195121951219512,22.791863150060976,32.790497454390234,9.754315823048783,9344.663891525,13614.282487392402,7998.538974900002,1,1,1,62.046232142378045,80.22320782844511,17.549683073780486,0.9982227488151659,0.16,0.12,0.07,0.07666666666666666
0.014606318361876482,3.180777097660256,217.76720312781265,0.015425617991146213,3.3994312781699234,220.37569451811154,0.021933371990762122,4.811473539883598,219.36770788869535,2.1341463414634148,0.9146341463414633,2.0121951219512195,24.14711633670731,5.173231932804878,19.97187342100609,11314.648797771424,5656.0669132,9925.415881954541,0,0,0,86.19334847908536,85.39643976125,37.52155649478658,0.9976303317535545,0.16,0.12,0.07,0.07666666666666666
0.014321953331303301,3.151859847772422,220.07192558597745,0.016922837338849413,3.7630338478413923,222.36423907489038,0.020937403356573243,4.637063585934531,221.4727159315454,1.798780487804878,0.4268292682926829,1.7682926829268293,17.521878547012193,1.1843058858536586,15.347390158628052,9740.97654816949,2774.659504,8679.213744879311,0,0,0,103.71522702609755,86.58074564710365,52.86894665341463,0.9970379146919431,0.16,0.12,0.07,0.07666666666666666
0.014301164963259191,3.1358080282440746,219.26941170878106,0.016152440678697467,3.574269850612849,221.28357699692714,0.023680670973622895,5.24086857734479,221.3141926249648,2.0426829268292686,2.0426829268292686,0.7317073170731707,17.509495440457314,21.888830932896326,2.5996208497560978,8571.812693238804,10715.726188044768,3552.8151613333334,0,0,0,121.22472246655487,108.46957657999998,55.46856750317073,0.9964454976303317,0.16,0.12,0.07,0.07666666666666666
0.014120491161028342,3.104539525436905,219.86059054413323,0.01671267261822902,3.7128673683556226,222.15880446948293,0.022194413420776212,4.908597337325603,221.16364349285578,0.7621951219512195,1.920731707317073,1.8597560975609755,3.242650140609756,18.130794066036586,17.304223166371955,4254.3569844799995,9439.524529619048,9304.565899295085,0,0,0,124.46737260716462,126.60037064603657,72.77279066954269,0.9958530805687204,0.16,0.12,0.07,0.07666666666666666
0.013446480648925464,2.9584574156137524,220.0172292554609,0.016095933615095037,3.576892420803286,222.22335816847652,0.021669039017011213,4.793328254459525,221.20631425770827,1.9817073170731707,0.7012195121951219,1.8597560975609755,20.029150080030483,2.841924332713414,16.729091690853654,10107.017271153843,4052.8312223043467,8995.31487639344,0,0,0,144.4965226871951,129.44229497874997,89.50188236039634,0.995260663507109,0.16,0.12,0.07,0.07666666666666666
0.013725273756586118,2.851028768707884,207.72108587923856,0.017701600605601504,3.7492801749135793,211.80458527163668,0.022578584585098156,4.738018778455822,209.84569518068503,0.6707317073170731,1.8902439024390243,1.8597560975609755,2.5477501835060976,17.22128125365854,19.35736497713415,3798.4639099545457,9110.6133083871,10408.550348360659,0,0,0,147.0442728707012,146.6635762324085,108.85924733753049,0.9946682464454977,0.16,0.12,0.07,0.07666666666666666
0.01361586824702973,2.9873829332711925,219.40451237275178,0.016006261300544094,3.55029341674741,221.8065387091192,0.021773016397732374,4.80591748680728,220.7281434513506,1.951219512195122,0.6402439024390244,1.7682926829268293,19.684037463597548,2.4601917730182934,17.19439098783537,10088.069200093743,3842.5852454761916,9723.724558637932,0,0,0,166.72831033429875,149.1237680054268,126.05363832536585,0.9940758293838863,0.16,0.12,0.07,0.07666666666666666
